,types,deg,bet,clos,eig
hsa-miR-32-5p,FALSE,6,312.059917,0.000183352,0.098679466
hsa-miR-455-5p,FALSE,3,164.7802102,0.000177936,0.041445831
hsa-miR-508-5p,FALSE,4,191.476989,0.000175131,0.025817162
hsa-miR-650,FALSE,3,129.6647023,0.000178317,0.034756001
hsa-miR-661,FALSE,5,261.102375,0.000176741,0.05284876
hsa-miR-887-5p,FALSE,5,378.0114688,0.000179083,0.058181405
hsa-miR-922,FALSE,3,85.57475258,0.000177746,0.053817755
hsa-miR-940,FALSE,11,1310.600006,0.000192086,0.192000655
hsa-miR-1236-3p,FALSE,5,325.6922805,0.000178635,0.043353205
hsa-miR-1244,FALSE,2,16.09420492,0.000176678,0.050983343
hsa-miR-199b-3p,FALSE,1,0,0.000169664,0.024616636
hsa-miR-421,FALSE,6,242.9154061,0.00018005,0.080676509
hsa-miR-548e-5p,FALSE,5,140.1994523,0.000180897,0.091152154
hsa-miR-1183,FALSE,1,0,0.000167392,0.009787787
hsa-miR-1185-5p,FALSE,2,23.77048285,0.000172831,0.022537183
hsa-miR-1260a,FALSE,1,0,0.000167392,0.009787787
hsa-miR-1304-5p,FALSE,2,50.97114306,0.000177746,0.045383228
hsa-miR-188-3p,FALSE,1,0,0.000167392,0.009787787
hsa-miR-193a-5p,FALSE,2,67.2053071,0.000172592,0.015656111
hsa-miR-2110,FALSE,4,308.033646,0.000182415,0.064313595
hsa-miR-22-3p,FALSE,3,120.8032367,0.000182083,0.071301631
hsa-miR-337-3p,FALSE,1,0,0.000167392,0.009787787
hsa-miR-3605-5p,FALSE,4,238.4985468,0.000179083,0.049793872
hsa-miR-504-5p,FALSE,2,46.91612317,0.000175439,0.029844757
hsa-miR-518e-3p,FALSE,1,0,0.000167392,0.009787787
hsa-miR-548ai,FALSE,1,0,0.000167392,0.009787787
hsa-miR-570-5p,FALSE,1,0,0.000167392,0.009787787
hsa-miR-580-3p,FALSE,3,127.6431963,0.000177117,0.046845026
hsa-miR-760,FALSE,3,172.9155269,0.000174581,0.021821632
hsa-miR-664a-3p,FALSE,3,66.43613195,0.000178126,0.041029441
hsa-miR-141-3p,FALSE,6,347.9321635,0.000178699,0.054163581
hsa-miR-200a-3p,FALSE,8,504.7905478,0.000184094,0.099476632
hsa-miR-2113,FALSE,3,90.47008642,0.000176491,0.02851027
hsa-miR-3144-3p,FALSE,2,17.50871574,0.000176929,0.037813062
hsa-miR-532-3p,FALSE,1,0,0.000168067,0.007025087
hsa-miR-607,FALSE,5,172.0428033,0.000181357,0.065621146
hsa-miR-624-3p,FALSE,4,118.2596954,0.000178126,0.038434732
hsa-miR-1178-3p,FALSE,4,73.80106837,0.000176056,0.047522808
hsa-miR-1908-5p,FALSE,3,86.88893277,0.00017507,0.018786309
hsa-miR-495-5p,FALSE,2,19.71561762,0.00017188,0.013887613
hsa-miR-139-5p,FALSE,6,172.739896,0.000182349,0.074662985
hsa-miR-146a-5p,FALSE,9,704.8290399,0.000182149,0.070736203
hsa-miR-150-5p,FALSE,9,727.4476158,0.000183891,0.1006508
hsa-miR-328-3p,FALSE,2,12.06456563,0.000176741,0.037597749
hsa-miR-502-5p,FALSE,2,15.59337626,0.000179986,0.056068342
hsa-miR-101-3p,FALSE,10,651.7796478,0.000184094,0.0806435
hsa-miR-194-5p,FALSE,5,208.4809674,0.000184094,0.08033537
hsa-miR-369-5p,FALSE,1,0,0.00016239,0.004845794
hsa-miR-539-5p,FALSE,4,229.3362851,0.000183824,0.078940631
hsa-miR-4455,FALSE,5,175.953884,0.000174216,0.026394738
hsa-miR-885-3p,FALSE,3,152.6924908,0.000180571,0.056342473
hsa-miR-1247-5p,FALSE,1,0,0.000166611,0.012323567
hsa-miR-331-5p,FALSE,2,27.34320822,0.000173974,0.021480553
hsa-miR-6732-3p,FALSE,1,0,0.000166611,0.012323567
hsa-miR-128-3p,FALSE,7,770.9329131,0.000183419,0.08436703
hsa-miR-219a-5p,FALSE,1,0,0.000169492,0.009700578
hsa-miR-542-5p,FALSE,2,13.11103137,0.000172652,0.015382046
hsa-miR-574-3p,FALSE,3,39.87273963,0.000176491,0.0284457
hsa-miR-1296-3p,FALSE,3,153.9795325,0.000176741,0.033977962
hsa-miR-140-5p,FALSE,3,61.69413326,0.000182149,0.06975071
hsa-miR-328-5p,FALSE,2,30.1627151,0.000173853,0.016511316
hsa-miR-1268a,FALSE,3,53.79984335,0.000176803,0.037274901
hsa-miR-1268b,FALSE,3,53.79984335,0.000176803,0.037274901
hsa-miR-140-3p,FALSE,3,128.2863493,0.000170416,0.015064778
hsa-miR-148b-3p,FALSE,10,798.332507,0.000184366,0.095889166
hsa-miR-1908-3p,FALSE,1,0,0.000163292,0.006012484
hsa-miR-196a-3p,FALSE,3,177.0046653,0.000177179,0.024522002
hsa-miR-5001-3p,FALSE,4,167.7378011,0.000182349,0.074408174
hsa-miR-671-5p,FALSE,5,600.2487413,0.000183756,0.058941481
hsa-miR-411-5p,FALSE,3,38.60809418,0.000165728,0.006382481
hsa-miR-4286,FALSE,3,142.4821676,0.000177809,0.047534331
hsa-miR-498,FALSE,5,597.6780069,0.00018162,0.047237894
hsa-miR-590-3p,FALSE,5,294.989863,0.000177746,0.050159973
hsa-miR-876-5p,FALSE,2,32.51069526,0.000167056,0.005279396
hsa-miR-1305,FALSE,5,154.0282232,0.00017934,0.069595518
hsa-miR-223-3p,FALSE,6,294.6881852,0.000187126,0.133067343
hsa-miR-1254,FALSE,2,43.32796955,0.000171821,0.023378586
hsa-miR-134-5p,FALSE,3,90.33992113,0.000177117,0.03697322
hsa-miR-199a-5p,FALSE,4,378.9454521,0.00018031,0.053482766
hsa-miR-199b-5p,FALSE,3,191.8642504,0.000176491,0.022129256
hsa-miR-211-3p,FALSE,1,0,0.000167112,0.005868324
hsa-miR-2116-5p,FALSE,1,0,0.000167112,0.005868324
hsa-miR-3127-5p,FALSE,2,79.8849433,0.000174095,0.015100676
hsa-miR-323b-5p,FALSE,1,0,0.000167112,0.005868324
hsa-miR-486-3p,FALSE,2,15.28294707,0.000170474,0.012646442
hsa-miR-541-3p,FALSE,1,0,0.000167112,0.005868324
hsa-miR-552-3p,FALSE,2,54.68932051,0.000170416,0.011861355
hsa-miR-3613-5p,FALSE,1,0,0.000160668,0.003004176
hsa-miR-1281,FALSE,1,0,0.000166445,0.007081257
hsa-miR-198,FALSE,2,9.799242576,0.00017188,0.016319082
hsa-miR-561-5p,FALSE,2,41.52834114,0.000174095,0.016313608
hsa-miR-584-5p,FALSE,4,299.4752505,0.000177305,0.034358111
hsa-miR-409-5p,FALSE,2,16.86645267,0.000170765,0.016879968
hsa-miR-3150b-3p,FALSE,2,24.4740994,0.000176056,0.031310219
hsa-miR-939-5p,FALSE,2,17.38514138,0.000172592,0.013045642
hsa-miR-1185-1-3p,FALSE,2,6.966627503,0.000171468,0.019367417
hsa-miR-1185-2-3p,FALSE,2,6.966627503,0.000171468,0.019367417
hsa-miR-1910-5p,FALSE,2,14.01825684,0.000173551,0.028579082
hsa-miR-3065-3p,FALSE,2,8.445394788,0.000171174,0.018290471
hsa-miR-346,FALSE,4,78.12173642,0.000174155,0.026833793
hsa-miR-3606-3p,FALSE,3,67.13163637,0.000176803,0.04712212
hsa-miR-409-3p,FALSE,3,37.8049374,0.000175254,0.035554655
hsa-miR-513a-3p,FALSE,3,67.13163637,0.000176803,0.04712212
hsa-miR-513c-3p,FALSE,3,67.13163637,0.000176803,0.04712212
hsa-miR-98-3p,FALSE,2,27.01016226,0.00017325,0.023712617
hsa-miR-1276,FALSE,2,22.43726328,0.000176741,0.034454776
hsa-miR-212-3p,FALSE,4,121.8480535,0.000181686,0.080224941
hsa-miR-495-3p,FALSE,2,29.17827981,0.00018005,0.060837926
hsa-miR-520d-5p,FALSE,5,191.0463109,0.000182949,0.090488152
hsa-miR-570-3p,FALSE,3,120.8779932,0.00018546,0.088024462
hsa-miR-579-3p,FALSE,5,197.0645611,0.000180832,0.063924681
hsa-miR-627-5p,FALSE,1,0,0.000175871,0.030725869
hsa-miR-664b-3p,FALSE,5,197.0645611,0.000180832,0.063924681
hsa-miR-587,FALSE,2,43.3236158,0.000171999,0.026601019
hsa-miR-2682-5p,FALSE,3,57.09645706,0.000184094,0.097761533
hsa-miR-3180-5p,FALSE,2,36.65316591,0.000180701,0.060029327
hsa-miR-363-5p,FALSE,2,223.1058478,0.000179921,0.050225026
hsa-miR-376a-3p,FALSE,3,71.60446571,0.000180897,0.068341418
hsa-miR-449c-5p,FALSE,3,57.09645706,0.000184094,0.097761533
hsa-miR-4792,FALSE,1,0,0.00017934,0.049196462
hsa-miR-492,FALSE,2,31.84232124,0.000183217,0.079984437
hsa-miR-520a-5p,FALSE,3,257.8383578,0.000184162,0.069261679
hsa-miR-525-5p,FALSE,3,257.8383578,0.000184162,0.069261679
hsa-miR-548q,FALSE,1,0,0.00017934,0.049196462
hsa-miR-577,FALSE,2,30.49128995,0.000180963,0.058353449
hsa-miR-592,FALSE,2,30.49128995,0.000180963,0.058353449
hsa-miR-597-5p,FALSE,2,30.49128995,0.000180963,0.058353449
hsa-miR-885-5p,FALSE,2,49.96014994,0.00018162,0.057298593
hsa-miR-99a-5p,FALSE,2,30.52421591,0.00018044,0.05487793
hsa-miR-548b-3p,FALSE,3,80.24681555,0.00017331,0.020187945
hsa-miR-578,FALSE,1,0,0.000163559,0.004136364
hsa-miR-3074-3p,FALSE,1,0,0.00016176,0.003674091
hsa-miR-576-5p,FALSE,3,67.41819659,0.000172951,0.017127696
hsa-miR-1225-3p,FALSE,1,0,0.000166889,0.010145184
hsa-miR-1233-3p,FALSE,1,0,0.000166889,0.010145184
hsa-miR-300,FALSE,3,58.07063767,0.000174459,0.02908018
hsa-miR-381-3p,FALSE,3,58.07063767,0.000174459,0.02908018
hsa-miR-450a-1-3p,FALSE,2,11.55562776,0.00017337,0.033992049
hsa-miR-31-5p,FALSE,5,117.1264512,0.000176929,0.037917625
hsa-miR-221-5p,FALSE,1,0,0.000168691,0.015011649
hsa-miR-25-5p,FALSE,1,0,0.000152625,0.001166357
hsa-miR-374c-5p,FALSE,3,25.53186061,0.00017307,0.018627978
hsa-miR-655-3p,FALSE,4,67.86753985,0.000175316,0.026064913
hsa-miR-217,FALSE,3,69.47246891,0.000179856,0.064342662
hsa-miR-3192-5p,FALSE,2,4.549521789,0.000172354,0.028564106
hsa-miR-433-3p,FALSE,2,16.26161248,0.00017337,0.024144783
hsa-miR-487b-3p,FALSE,2,22.92128684,0.000178508,0.051688688
hsa-miR-514a-5p,FALSE,1,0,0.00017059,0.016093247
hsa-miR-642a-5p,FALSE,3,114.8641331,0.000175193,0.02883957
hsa-miR-892b,FALSE,3,55.16901228,0.000176056,0.041606223
hsa-miR-3202,FALSE,2,12.63304423,0.000170999,0.015444813
hsa-miR-371a-5p,FALSE,4,145.5312986,0.000174277,0.020772854
hsa-miR-371b-5p,FALSE,7,518.177138,0.00018031,0.066719031
hsa-miR-873-3p,FALSE,1,0,0.000158932,0.0020335
hsa-miR-1285-3p,FALSE,4,211.5818035,0.000177557,0.04254943
hsa-miR-1293,FALSE,1,0,0.000150784,0.001028564
hsa-miR-889-3p,FALSE,2,45.73432231,0.000169492,0.013076433
hsa-miR-1226-5p,FALSE,2,39.88074814,0.000173611,0.022201981
hsa-miR-599,FALSE,2,12.91137018,0.00017301,0.026999977
hsa-miR-3614-3p,FALSE,1,0,0.00017313,0.026366707
hsa-miR-4741,FALSE,2,35.89663456,0.000177117,0.035523694
hsa-miR-487a-3p,FALSE,1,0,0.00017313,0.026366707
hsa-miR-499a-3p,FALSE,1,0,0.00017313,0.026366707
hsa-miR-499b-3p,FALSE,1,0,0.00017313,0.026366707
hsa-miR-566,FALSE,1,0,0.00017313,0.026366707
hsa-miR-573,FALSE,3,342.6489675,0.000179404,0.039068215
hsa-miR-585-3p,FALSE,2,13.54173751,0.00017507,0.031262418
hsa-miR-342-5p,FALSE,1,0,0.000152207,0.001217618
hsa-miR-483-5p,FALSE,2,16.47444565,0.000170184,0.011350826
hsa-miR-888-5p,FALSE,2,11.50621193,0.00017452,0.032866193
hsa-miR-144-3p,FALSE,5,150.7335598,0.00018162,0.067604829
hsa-miR-562,FALSE,3,35.82111425,0.00017337,0.023572398
hsa-miR-548a-3p,FALSE,2,3.445359759,0.000170358,0.022301307
hsa-miR-548ar-3p,FALSE,2,3.445359759,0.000170358,0.022301307
hsa-miR-548e-3p,FALSE,2,3.445359759,0.000170358,0.022301307
hsa-miR-302a-5p,FALSE,3,34.73687458,0.000179727,0.069975236
hsa-miR-323a-3p,FALSE,4,102.8445861,0.000181752,0.080954104
hsa-miR-4647,FALSE,1,0,0.0001755,0.035595441
hsa-miR-516a-5p,FALSE,1,0,0.0001755,0.035595441
hsa-miR-92a-1-5p,FALSE,4,220.5234943,0.000183959,0.09019692
hsa-miR-128-1-5p,FALSE,2,35.09720275,0.000170532,0.012434987
hsa-miR-128-2-5p,FALSE,2,35.09720275,0.000170532,0.012434987
hsa-miR-1322,FALSE,1,0,0.000155087,0.003278
hsa-miR-4488,FALSE,1,0,0.000155087,0.003278
hsa-miR-660-5p,FALSE,1,0,0.000155087,0.003278
hsa-miR-512-3p,FALSE,2,3.605986753,0.000171762,0.041357127
hsa-miR-133a-5p,FALSE,1,0,0.000147842,0.001000758
hsa-miR-5001-5p,FALSE,2,123.8071906,0.000170707,0.010233109
hsa-miR-411-3p,FALSE,4,125.2485558,0.000173913,0.020891435
hsa-miR-582-3p,FALSE,1,0,0.000155909,0.001343149
hsa-miR-3151-3p,FALSE,1,0,0.000143143,0.000321997
hsa-miR-1272,FALSE,1,0,0.000162338,0.003126856
hsa-miR-181a-2-3p,FALSE,1,0,0.000162338,0.003126856
hsa-miR-490-5p,FALSE,1,0,0.000162338,0.003126856
hsa-miR-589-5p,FALSE,1,0,0.000162338,0.003126856
hsa-miR-1285-5p,FALSE,1,0,0.000164258,0.00702858
hsa-miR-3158-3p,FALSE,1,0,0.000164258,0.00702858
hsa-miR-219b-3p,FALSE,2,29.24587444,0.000175254,0.03707514
hsa-miR-3190-3p,FALSE,2,38.34246354,0.000172891,0.020403887
hsa-miR-363-3p,FALSE,2,21.34567997,0.000175439,0.044160306
hsa-miR-367-3p,FALSE,2,21.34567997,0.000175439,0.044160306
hsa-miR-518d-5p,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-518e-5p,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-519a-5p,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-519b-5p,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-519c-5p,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-520c-5p,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-522-5p,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-523-5p,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-526a,FALSE,3,32.88925176,0.000174338,0.023199788
hsa-miR-642a-3p,FALSE,1,0,0.000170532,0.014048248
hsa-miR-299-3p,FALSE,1,0,0.000162338,0.006355639
hsa-miR-576-3p,FALSE,1,0,0.000162338,0.006355639
hsa-miR-1287-3p,FALSE,1,0,0.000169492,0.023026892
hsa-miR-129-2-3p,FALSE,1,0,0.000169492,0.023026892
hsa-miR-648,FALSE,1,0,0.000169492,0.023026892
hsa-miR-3614-5p,FALSE,2,24.73370022,0.000169434,0.016825896
hsa-miR-510-3p,FALSE,3,120.5505455,0.000174398,0.018507439
hsa-miR-564,FALSE,2,25.67059973,0.000168124,0.009462187
hsa-miR-629-5p,FALSE,2,13.18201699,0.000171116,0.024947197
hsa-miR-1976,FALSE,3,30.67763937,0.000174095,0.026898468
hsa-miR-548m,FALSE,1,0,0.000168577,0.01243762
hsa-miR-590-5p,FALSE,1,0,0.000168577,0.01243762
hsa-miR-628-5p,FALSE,1,0,0.000169722,0.009911256
hsa-miR-767-5p,FALSE,1,0,0.000158881,0.003450666
hsa-miR-548g-3p,FALSE,3,73.79262337,0.000174459,0.019447207
hsa-miR-6721-5p,FALSE,1,0,0.000168237,0.015470866
hsa-miR-2117,FALSE,2,47.26670461,0.00017325,0.014913819
hsa-miR-582-5p,FALSE,2,20.00753273,0.000174034,0.017667268
hsa-miR-548av-3p,FALSE,3,101.7213733,0.000178891,0.043821675
hsa-miR-553,FALSE,1,0,0.000161865,0.003756534
hsa-miR-549a,FALSE,2,15.0551334,0.000170474,0.016033681
hsa-miR-1279,FALSE,1,0,0.000162866,0.00741657
hsa-miR-208a-5p,FALSE,1,0,0.0001665,0.007207571
hsa-miR-208b-5p,FALSE,1,0,0.0001665,0.007207571
hsa-miR-380-3p,FALSE,2,4.513659246,0.00016909,0.012000295
hsa-miR-1261,FALSE,1,0,0.000164096,0.010832865
hsa-miR-4448,FALSE,1,0,0.000165782,0.010657726
hsa-miR-1287-5p,FALSE,1,0,0.000174216,0.030787975
hsa-miR-652-5p,FALSE,1,0,0.000174216,0.030787975
hsa-miR-1271-3p,FALSE,1,0,0.000160927,0.003469156
hsa-miR-550a-5p,FALSE,1,0,0.000160927,0.003469156
hsa-miR-4531,FALSE,2,129.7189697,0.000172831,0.020666847
hsa-miR-568,FALSE,1,0,0.000146843,0.000609877
hsa-miR-3690,FALSE,2,17.78722704,0.000168577,0.009727389
hsa-miR-515-5p,FALSE,2,66.75614784,0.000173732,0.014025075
hsa-miR-3161,FALSE,1,0,0.000168691,0.014030348
hsa-miR-491-5p,FALSE,2,6.0717904,0.000175131,0.030989749
hsa-miR-433-5p,FALSE,1,0,0.000161238,0.002796593
hsa-miR-513b-5p,FALSE,2,18.91658249,0.000173491,0.013063783
hsa-miR-1298-5p,FALSE,1,0,0.000167392,0.01746144
hsa-miR-384,FALSE,1,0,0.000167392,0.01746144
hsa-miR-4435,FALSE,2,83.46740942,0.000174642,0.026693791
hsa-miR-4755-5p,FALSE,1,0,0.000167392,0.01746144
hsa-miR-485-3p,FALSE,1,0,0.000167392,0.01746144
hsa-miR-539-3p,FALSE,1,0,0.000167392,0.01746144
hsa-miR-651-5p,FALSE,1,0,0.000167392,0.01746144
hsa-miR-631,FALSE,1,0,0.00015674,0.002949271
hsa-miR-1972,FALSE,1,0,0.000172414,0.02005697
hsa-miR-1266-5p,FALSE,1,0,0.000170068,0.009232351
hsa-miR-23c,FALSE,1,0,0.000170068,0.009232351
hsa-miR-28-3p,FALSE,1,0,0.000170068,0.009232351
hsa-miR-3130-3p,FALSE,1,0,0.000170068,0.009232351
hsa-miR-378g,FALSE,1,0,0.000170068,0.009232351
hsa-miR-4532,FALSE,1,0,0.000170068,0.009232351
hsa-miR-4707-5p,FALSE,1,0,0.000170068,0.009232351
hsa-miR-1224-5p,FALSE,1,0,0.000164745,0.004168742
hsa-miR-450b-3p,FALSE,1,0,0.000164745,0.004168742
hsa-miR-6728-5p,FALSE,1,0,0.000164745,0.004168742
hsa-miR-1286,FALSE,1,0,0.000171174,0.030112057
hsa-miR-379-5p,FALSE,1,0,0.000171174,0.030112057
hsa-miR-4451,FALSE,1,0,0.000171174,0.030112057
hsa-miR-561-3p,FALSE,1,0,0.000171174,0.030112057
hsa-miR-591,FALSE,1,0,0.000166556,0.007436935
ACTB,TRUE,54,14101.05601,0.000202511,0.392152013
ACTG1,TRUE,27,4588.104546,0.000199045,0.227717871
ACTN1,TRUE,4,61.62190028,0.000189753,0.073079867
ACTN4,TRUE,42,7837.699182,0.00019976,0.292165676
ADAM9,TRUE,16,950.1570895,0.000191278,0.126520815
AKT1,TRUE,34,9081.106381,0.000197161,0.211803897
AKT2,TRUE,19,2126.501559,0.000194553,0.150358055
AKT3,TRUE,26,3591.691137,0.000195008,0.271418572
APC,TRUE,15,1855.794085,0.00019425,0.13336142
APC2,TRUE,2,1,1.38E-06,0
ARAF,TRUE,2,10.55217265,0.000174948,0.020915977
ASH1L,TRUE,40,7517.198473,0.000198491,0.371164251
AXIN1,TRUE,7,348.33163,0.000188253,0.081200224
AXIN2,TRUE,15,2938.265232,0.000188679,0.171789241
BAD,TRUE,1,0,0.000160051,0.005206802
BAIAP2,TRUE,1,0,0.000161447,0.005900675
BCAR1,TRUE,6,928.836295,0.000166778,0.012556391
BCL2,TRUE,55,8649.721558,0.000202593,0.568084293
BHLHE40,TRUE,16,2834.60799,0.000189753,0.174048907
BRAF,TRUE,4,47.90286042,0.000176367,0.029521378
CASK,TRUE,8,35.01596236,0.000182083,0.158175919
CCND1,TRUE,93,26339.33281,0.000207727,0.982624308
CCND2,TRUE,75,16662.43173,0.000205677,0.869244146
CCND3,TRUE,16,1102.469077,0.000194553,0.202596513
CDC42,TRUE,16,1138.654933,0.000191424,0.133240102
CDK4,TRUE,50,11140.43482,0.000201694,0.385359774
CFL1,TRUE,5,316.3161307,0.000183688,0.052185105
CGN,TRUE,3,14.10800469,0.000176991,0.028295694
CLDN23,TRUE,2,4.696186068,0.000170358,0.01747914
CLDN4,TRUE,2,10.53838673,0.00017618,0.028146841
CLDN7,TRUE,2,17.61071993,0.000173551,0.022478051
CRB3,TRUE,1,0,0.000169895,0.014357971
CREBBP,TRUE,20,5835.06399,0.000190114,0.070760184
CRK,TRUE,76,19149.75578,0.000202347,0.761863432
CRKL,TRUE,44,9460.834388,0.000197394,0.34032151
CSNK1A1,TRUE,44,5509.861199,0.000198177,0.500374104
CSNK2A1,TRUE,36,9732.191947,0.000195084,0.198953065
CSNK2A2,TRUE,1,0,0.000156691,0.003508803
CTBP1,TRUE,7,159.3733749,0.000181554,0.045776381
CTBP2,TRUE,3,55.84155372,0.000178508,0.029749898
CTNNA1,TRUE,6,222.5524569,0.000186428,0.055377375
CTNNB1,TRUE,22,3114.662297,0.000196002,0.142796593
CTTN,TRUE,14,1289.702922,0.000188964,0.093714997
CXCR4,TRUE,9,230.9050909,0.000184434,0.0659939
CYFIP2,TRUE,3,14.83949056,0.000167224,0.015148786
DIAPH1,TRUE,14,868.5010124,0.000191205,0.139682404
DIAPH3,TRUE,1,0,0.000174034,0.019834649
DNMT3A,TRUE,13,1274.822844,0.000188324,0.09849883
DOCK1,TRUE,5,155.1094633,0.000181291,0.042982698
DVL1,TRUE,4,41.95436989,0.00017325,0.023436246
DVL2,TRUE,4,78.72929396,0.000183419,0.042732743
DVL3,TRUE,23,3316.495257,0.000194024,0.25049701
EGFR,TRUE,19,2765.845292,0.000197941,0.197180397
EP300,TRUE,25,2898.218212,0.000198413,0.216336525
EPB41,TRUE,26,3322.122794,0.000189538,0.122213742
EPB41L1,TRUE,9,542.9495068,0.000175994,0.022575885
EPB41L2,TRUE,6,131.9867593,0.00019216,0.091804641
EPB41L3,TRUE,9,396.3256255,0.000188182,0.094719358
ERBB2,TRUE,29,7317.48941,0.000194704,0.119283463
EXOC3,TRUE,2,12.07658078,0.000180115,0.032581195
EXOC4,TRUE,1,0,0.000157085,0.003205028
F11R,TRUE,8,1090.144523,0.000186012,0.061064885
FGFR1,TRUE,17,2246.391331,0.000193798,0.143938335
FN1,TRUE,6,118.7370014,0.000186498,0.067740567
FYN,TRUE,5,79.81150481,0.000165948,0.010961648
GNAI1,TRUE,8,319.4237935,0.000182149,0.067332789
GNAI2,TRUE,17,1780.126015,0.000191718,0.100485101
GNAI3,TRUE,3,84.79830572,0.000179147,0.025550448
GSK3B,TRUE,31,6134.405745,0.000198413,0.275780668
GSTM3,TRUE,6,84.50117801,0.000177683,0.034331054
HCLS1,TRUE,1,0,0.000164528,0.00812008
HRAS,TRUE,8,296.8588246,0.000185322,0.084363506
HSPA1A,TRUE,7,407.5301796,0.000188324,0.093580107
HSPA1B,TRUE,69,17576.74535,0.000206697,0.624554448
HSPA8,TRUE,34,3489.418839,0.000197863,0.47715145
IGF1R,TRUE,110,35087.90987,0.000211506,1
IL1R1,TRUE,4,75.18368434,0.000180115,0.036385213
IL1R2,TRUE,1,0,0.000171057,0.017750091
INADL,TRUE,11,1331.14956,0.000189897,0.084078486
IQGAP1,TRUE,8,1043.772708,0.000187477,0.07468201
IRS1,TRUE,15,940.7094373,0.000186916,0.11789433
ITGA1,TRUE,8,516.4120808,0.000181686,0.036953761
ITGA3,TRUE,24,3858.238092,0.000194401,0.206217752
ITGA4,TRUE,1,0,0.000166722,0.008625887
ITGA5,TRUE,12,612.895303,0.000186498,0.0960036
ITGA6,TRUE,7,133.7395656,0.000188324,0.087606088
ITGA7,TRUE,1,0,0.000164745,0.010041519
ITGAV,TRUE,6,92.90983901,0.000181554,0.054448264
ITGB1,TRUE,26,3304.351002,0.00019685,0.305136753
ITGB4,TRUE,4,64.74939468,0.000188679,0.076907713
ITGB5,TRUE,3,46.43700632,0.000187266,0.058930405
JAM2,TRUE,3,863.7697562,0.000175316,0.023708146
JUN,TRUE,16,1307.535632,0.000195236,0.175396647
KRAS,TRUE,44,7712.972868,0.000199442,0.327122036
LEF1,TRUE,5,216.6046926,0.000185805,0.062365956
LLGL2,TRUE,8,250.3064864,0.000178955,0.054788829
LYZ,TRUE,8,1161.842371,0.000183688,0.041334283
MAGI1,TRUE,4,63.88431657,0.000183217,0.054061619
MAGI3,TRUE,9,1052.098747,0.000172891,0.020907275
MAP2K1,TRUE,30,3132.105895,0.000191351,0.189442466
MAP3K7,TRUE,25,2210.244054,0.00019253,0.263629318
MAPK1,TRUE,62,16522.02489,0.000202922,0.53594722
MAPK10,TRUE,10,1433.647136,0.000174764,0.024750105
MAPK3,TRUE,4,136.0134699,0.000176741,0.029261659
MAPK7,TRUE,9,181.1274052,0.00018044,0.059693746
MAPK8,TRUE,28,3905.334247,0.000194856,0.163660871
MAPK9,TRUE,14,667.3550276,0.00018875,0.203342086
MET,TRUE,25,2849.10047,0.000195008,0.187774184
MLLT4,TRUE,5,194.6787362,0.000189538,0.076407874
MPP5,TRUE,31,2932.745695,0.00019305,0.32294599
MRAS,TRUE,3,23.94494778,0.000173551,0.018090367
MYC,TRUE,71,17337.92612,0.000206186,0.723536606
MYH10,TRUE,5,47.04585849,0.000175809,0.037585056
MYH11,TRUE,15,3155.099968,0.000178571,0.066630814
MYH14,TRUE,5,159.9336546,0.000183083,0.044110937
MYH9,TRUE,45,6258.996473,0.000199362,0.484727235
MYL12A,TRUE,8,1028.707728,0.000169033,0.020342073
MYL12B,TRUE,5,1076.798824,0.000179662,0.027301745
MYL9,TRUE,4,888.0819497,0.00016292,0.006545132
MYLK,TRUE,12,4018.704285,0.000188253,0.063558555
NLK,TRUE,23,3056.039086,0.00019084,0.142867597
NRAS,TRUE,41,10407.46018,0.000199362,0.285554038
OCLN,TRUE,15,2413.892628,0.000188253,0.129188935
PAK1,TRUE,11,411.6593012,0.000191424,0.129917959
PAK2,TRUE,44,7558.284854,0.000197941,0.468059919
PAK4,TRUE,22,2799.680391,0.000189609,0.121818322
PARD3,TRUE,31,2854.577954,0.00019216,0.355925227
PDCD4,TRUE,25,4358.70468,0.000196696,0.252815342
PDGFA,TRUE,5,179.2917659,0.000177368,0.030937708
PDGFC,TRUE,5,118.2652682,0.000186706,0.0574456
PDGFD,TRUE,2,4.04205319,0.000172414,0.023202564
PDGFRA,TRUE,27,4713.464048,0.000198255,0.201462776
PDGFRB,TRUE,8,947.4497621,0.000183621,0.070140532
PIK3CA,TRUE,7,246.6917331,0.000192012,0.094475348
PIK3CB,TRUE,1,0,0.000168691,0.012746545
PIK3CD,TRUE,5,148.0649107,0.00018498,0.041742762
PIK3CG,TRUE,17,1714.084999,0.000190621,0.130365212
PIK3R1,TRUE,26,2874.72593,0.000196232,0.314471102
PIK3R2,TRUE,5,85.42619638,0.000181884,0.042154857
PIK3R3,TRUE,5,124.140077,0.000181752,0.046747104
PPP1CA,TRUE,6,142.6674222,0.00018546,0.064846825
